01001,59759.0,Autauga County AL,594.436,75326,38.2
01003,246435.0,Baldwin County AL,1589.784,80986,43.0
01005,24706.0,Barbour County AL,884.876,47068,40.4
01007,22005.0,Bibb County AL,622.582,60182,40.9
01009,59512.0,Blount County AL,644.776,65639,40.7
01011,10202.0,Bullock County AL,622.805,48571,40.2
01013,18650.0,Butler County AL,776.829,55971,40.8
01015,115788.0,Calhoun County AL,605.868,63417,39.6
01017,34088.0,Chambers County AL,596.531,53505,42.0
01019,25302.0,Cherokee County AL,553.7,57617,46.5
01021,45884.0,Chilton County AL,692.854,62784,38.7
01023,12439.0,Choctaw County AL,913.5,52395,46.3
01025,22515.0,Clarke County AL,1238.465,54687,42.5
01027,14198.0,Clay County AL,603.961,57585,43.3
01029,15346.0,Cleburne County AL,560.1,57990,43.1
01031,54805.0,Coffee County AL,678.972,70079,39.3
01033,58033.0,Colbert County AL,592.619,60904,42.4
01035,11206.0,Conecuh County AL,850.156,47286,44.8
01037,10166.0,Coosa County AL,650.926,56017,48.4
01039,37602.0,Covington County AL,1030.456,57075,43.3
01041,13025.0,Crenshaw County AL,608.84,61468,41.7
01043,90665.0,Cullman County AL,734.841,59909,40.8
01045,49544.0,Dale County AL,561.15,61001,37.3
01047,36767.0,Dallas County AL,978.695,47753,39.6
01049,71998.0,DeKalb County AL,777.093,56390,39.5
01051,89563.0,Elmore County AL,618.485,78370,38.7
01053,36666.0,Escambia County AL,945.08,50242,40.0
01055,103088.0,Etowah County AL,534.991,60379,41.4
01057,16118.0,Fayette County AL,627.66,53897,43.7
01059,31932.0,Franklin County AL,633.821,56907,38.6
01061,26783.0,Geneva County AL,574.408,53077,43.2
01063,7422.0,Greene County AL,647.11,36431,40.9
01065,14595.0,Hale County AL,643.943,51992,40.5
01067,17655.0,Henry County AL,561.75,62696,44.4
01069,108079.0,Houston County AL,579.824,67855,40.1
01071,52891.0,Jackson County AL,1077.868,54808,43.1
01073,665409.0,Jefferson County AL,1111.276,78812,37.7
01075,13705.0,Lamar County AL,604.846,54252,44.8
01077,95878.0,Lauderdale County AL,667.697,65763,41.0
01079,33214.0,Lawrence County AL,690.678,58315,42.4
01081,180773.0,Lee County AL,607.536,71547,31.9
01083,110900.0,Limestone County AL,559.936,77275,39.7
01085,9777.0,Lowndes County AL,715.911,47139,42.0
01087,18516.0,Macon County AL,608.885,50091,38.6
01089,403565.0,Madison County AL,801.593,88291,38.5
01091,18745.0,Marengo County AL,976.882,54556,42.2
01093,29156.0,Marion County AL,742.292,50367,44.3
01095,99423.0,Marshall County AL,565.842,63834,38.8
01097,411411.0,Mobile County AL,1229.435,64948,37.9
01099,19404.0,Monroe County AL,1025.675,48659,43.3
01101,226361.0,Montgomery County AL,784.247,70975,36.4
01103,124211.0,Morgan County AL,579.337,68318,40.6
01105,8035.0,Perry County AL,719.664,35819,36.9
01107,18697.0,Pickens County AL,881.408,56370,42.2
01109,33014.0,Pike County AL,672.094,57838,31.2
01111,22479.0,Randolph County AL,580.55,58836,43.4
01113,58555.0,Russell County AL,641.14,55932,36.3
01115,93932.0,St. Clair County AL,631.902,70326,40.3
01117,230115.0,Shelby County AL,784.93,100262,39.3
01119,11853.0,Sumter County AL,903.887,38978,35.6
01121,80704.0,Talladega County AL,736.775,57269,41.3
01123,40977.0,Tallapoosa County AL,716.521,60734,44.7
01125,236780.0,Tuscaloosa County AL,1321.755,71528,33.0
01127,64339.0,Walker County AL,791.192,59159,42.1
01129,15122.0,Washington County AL,1080.207,60489,43.7
01131,10059.0,Wilcox County AL,888.498,42500,40.5
01133,23755.0,Winston County AL,612.979,53167,45.2
02013,3398.0,Aleutians East Borough AK,6981.943,79535,42.5
02016,5122.0,Aleutians West Census Area AK,4390.276,101964,38.6
02020,287145.0,Anchorage Municipality AK,1704.683,109988,33.6
02050,18257.0,Bethel Census Area AK,40570.004,70804,27.3
02060,865.0,Bristol Bay Borough AK,503.843,96032,42.9
02068,1585.0,Denali Borough AK,12751.411,85694,42.1
02070,4723.0,Dillingham Census Area AK,18568.778,72576,30.2
02090,95356.0,Fairbanks North Star Borough AK,7338.209,96615,31.3
02100,2056.0,Haines Borough AK,2318.6,72356,44.7
02105,2287.0,Hoonah-Angoon Census Area AK,7524.915,76767,49.6
02110,31685.0,Juneau City and Borough AK,2701.931,107328,38.1
02122,60690.0,Kenai Peninsula Borough AK,16075.331,85348,40.8
02130,13741.0,Ketchikan Gateway Borough AK,4858.414,92764,39.7
02150,12720.0,Kodiak Island Borough AK,6549.579,94946,33.9
02164,1381.0,Lake and Peninsula Borough AK,23652.009,58583,34.8
02170,113325.0,Matanuska-Susitna Borough AK,24607.898,92246,35.2
02180,9835.0,Nome Census Area AK,22961.761,76581,28.3
02185,10805.0,North Slope Borough AK,88695.413,94169,35.2
02188,7423.0,Northwest Arctic Borough AK,35572.584,79967,27.8
02195,3360.0,Petersburg Borough AK,3281.982,92572,42.8
02198,5650.0,Prince of Wales-Hyder Census Area AK,3922.873,66387,41.3
02220,8382.0,Sitka City and Borough AK,2870.339,90196,39.5
02230,1081.0,Skagway Municipality AK,452.325,82263,40.4
02240,7021.0,Southeast Fairbanks Census Area AK,24768.808,80810,36.8
02275,2070.0,Wrangell City and Borough AK,2541.483,71889,49.4
